128, 2, 1889.0, 21739.6, 2693.572, 0.51
128, 4, 1643.0, 13093.0, 2642.972, 0.44
128, 16, 1504.6, 10411.6, 2844.076, 0.44
128, 64, 2334.4, 9106.2, 1968.696, 0.43
512, 2, 261625.0, 9168913.6, 2440.066, 1.23
512, 4, 153278.4, 4613041.6, 2361.524, 0.66
512, 16, 101283.4, 2287292.2, 2805.650, 0.47
512, 64, 146311.2, 603916.4, 2192.000, 0.45
1024, 2, 2448466.6, 79349003.4, 2191.378, 1.44
1024, 4, 1349065.8, 36392938.0, 2169.370, 0.73
1024, 16, 798649.0, 12088370.0, 2841.304, 0.46
1024, 64, 1150514.6, 2565157.2, 2466.066, 0.45
